seasonIDs,roundNums,seriesLetters,seriesLinks,bottomSeedIDs,bottomSeedWins,topSeedIDs,topSeedWins
20202021,2,K,/schedule/playoff-series/2021/series-k/goldenknights-vs-avalanche,54,4,21,2
20202021,2,L,/schedule/playoff-series/2021/series-l/canadiens-vs-jets,8,4,52,0
20202021,3,M,/schedule/playoff-series/2021/series-m/canadiens-vs-goldenknights,8,4,54,2
20202021,3,N,/schedule/playoff-series/2021/series-n/islanders-vs-lightning,2,3,14,4
20202021,4,O,/schedule/playoff-series/2021/series-o/canadiens-vs-lightning,8,1,14,4
20212022,1,A,/schedule/playoff-series/2022/series-a/capitals-vs-panthers,15,2,13,4
20212022,1,B,/schedule/playoff-series/2022/series-b/lightning-vs-mapleleafs,14,4,10,3
20212022,1,C,/schedule/playoff-series/2022/series-c/bruins-vs-hurricanes,6,3,12,4
20212022,1,D,/schedule/playoff-series/2022/series-d/penguins-vs-rangers,5,3,3,4
20212022,1,E,/schedule/playoff-series/2022/series-e/predators-vs-avalanche,18,0,21,4
20212022,1,F,/schedule/playoff-series/2022/series-f/blues-vs-wild,19,4,30,2
20212022,1,G,/schedule/playoff-series/2022/series-g/stars-vs-flames,25,3,20,4
20212022,1,H,/schedule/playoff-series/2022/series-h/kings-vs-oilers,26,3,22,4
20212022,2,I,/schedule/playoff-series/2022/series-i/lightning-vs-panthers,14,4,13,0
20212022,2,J,/schedule/playoff-series/2022/series-j/rangers-vs-hurricanes,3,4,12,3
20212022,2,K,/schedule/playoff-series/2022/series-k/blues-vs-avalanche,19,2,21,4
20212022,2,L,/schedule/playoff-series/2022/series-l/oilers-vs-flames,22,4,20,1
20212022,3,M,/schedule/playoff-series/2022/series-m/lightning-vs-rangers,14,4,3,2
20212022,3,N,/schedule/playoff-series/2022/series-n/oilers-vs-avalanche,22,0,21,4
20212022,4,O,/schedule/playoff-series/2022/series-o/lightning-vs-avalanche,14,2,21,4
20222023,1,A,/schedule/playoff-series/2023/series-a/panthers-vs-bruins,13,4,6,3
20222023,1,B,/schedule/playoff-series/2023/series-b/lightning-vs-mapleleafs,14,2,10,4
20222023,1,C,/schedule/playoff-series/2023/series-c/islanders-vs-hurricanes,2,2,12,4
20222023,1,D,/schedule/playoff-series/2023/series-d/rangers-vs-devils,3,3,1,4
20222023,1,E,/schedule/playoff-series/2023/series-e/kraken-vs-avalanche,55,4,21,3
20222023,1,F,/schedule/playoff-series/2023/series-f/wild-vs-stars,30,2,25,4
20222023,1,G,/schedule/playoff-series/2023/series-g/jets-vs-goldenknights,52,1,54,4
20222023,1,H,/schedule/playoff-series/2023/series-h/kings-vs-oilers,26,2,22,4
20222023,2,I,/schedule/playoff-series/2023/series-i/panthers-vs-mapleleafs,13,4,10,1
20222023,2,J,/schedule/playoff-series/2023/series-j/devils-vs-hurricanes,1,1,12,4
20222023,2,K,/schedule/playoff-series/2023/series-k/kraken-vs-stars,55,3,25,4
20222023,2,L,/schedule/playoff-series/2023/series-l/oilers-vs-goldenknights,22,2,54,4
20222023,3,M,/schedule/playoff-series/2023/series-m/panthers-vs-hurricanes,13,4,12,0
20222023,3,N,/schedule/playoff-series/2023/series-n/stars-vs-goldenknights,25,2,54,4
20222023,4,O,/schedule/playoff-series/2023/series-o/panthers-vs-goldenknights,13,1,54,4
20232024,1,A,/schedule/playoff-series/2024/series-a/lightning-vs-panthers,14,1,13,4
20232024,1,B,/schedule/playoff-series/2024/series-b/mapleleafs-vs-bruins,10,3,6,4
20232024,1,C,/schedule/playoff-series/2024/series-c/capitals-vs-rangers,15,0,3,4
20232024,1,D,/schedule/playoff-series/2024/series-d/islanders-vs-hurricanes,2,1,12,4
20232024,1,E,/schedule/playoff-series/2024/series-e/goldenknights-vs-stars,54,3,25,4
20232024,1,F,/schedule/playoff-series/2024/series-f/avalanche-vs-jets,21,4,52,1
20232024,1,G,/schedule/playoff-series/2024/series-g/predators-vs-canucks,18,2,23,4
20232024,1,H,/schedule/playoff-series/2024/series-h/kings-vs-oilers,26,1,22,4
20232024,2,I,/schedule/playoff-series/2024/series-i/bruins-vs-panthers,6,2,13,4
20232024,2,J,/schedule/playoff-series/2024/series-j/hurricanes-vs-rangers,12,2,3,4
20232024,2,K,/schedule/playoff-series/2024/series-k/avalanche-vs-stars,21,2,25,4
20232024,2,L,/schedule/playoff-series/2024/series-l/oilers-vs-canucks,22,4,23,3
20232024,3,M,/schedule/playoff-series/2024/series-m/panthers-vs-rangers,13,4,3,2
20232024,3,N,/schedule/playoff-series/2024/series-n/oilers-vs-stars,22,4,25,2
20232024,4,O,/schedule/playoff-series/2024/series-o/oilers-vs-panthers,22,3,13,4
20242025,1,A,/schedule/playoff-series/2025/series-a/senators-vs-mapleleafs,9,2,10,3
20242025,1,B,/schedule/playoff-series/2025/series-b/panthers-vs-lightning,13,3,14,1
20242025,1,C,/schedule/playoff-series/2025/series-c/canadiens-vs-capitals,8,1,15,3
20242025,1,D,/schedule/playoff-series/2025/series-d/devils-vs-hurricanes,1,1,12,3
20242025,1,E,/schedule/playoff-series/2025/series-e/blues-vs-jets,19,2,52,2
20242025,1,F,/schedule/playoff-series/2025/series-f/avalanche-vs-stars,21,2,25,3
20242025,1,G,/schedule/playoff-series/2025/series-g/wild-vs-goldenknights,30,2,54,2
20242025,1,H,/schedule/playoff-series/2025/series-h/oilers-vs-kings,22,2,26,2
