,seasons,bracketLogos,seriesUrls,seriesLetters,playoffRounds,topSeedRanks,topSeedRankAbbrevs,topSeedWins,bottomSeedRanks,bottomSeedRankAbbrevs,bottomSeedWins,winningTeamIds,losingTeamIds,topSeedIDs,bottomSeedIDs
432,1990,,/schedule/playoff-series/1990/series-d/capitals-vs-devils,D,1,1,D2,2,2,D3,4,15,1,1,15
433,1990,,/schedule/playoff-series/1990/series-e/northstars-vs-blackhawks,E,1,1,D1,4,2,D4,3,16,31,16,31
434,1990,,/schedule/playoff-series/1990/series-f/mapleleafs-vs-blues,F,1,1,D2,4,2,D3,1,19,10,19,10
435,1990,,/schedule/playoff-series/1990/series-g/kings-vs-flames,G,1,1,D1,2,2,D4,4,26,20,20,26
436,1990,,/schedule/playoff-series/1990/series-h/jets(1979)-vs-oilers,H,1,1,D2,4,2,D3,3,22,33,22,33
437,1990,,/schedule/playoff-series/1990/series-i/canadiens-vs-bruins,I,2,1,D1,4,2,D3,1,6,8,6,8
438,1990,,/schedule/playoff-series/1990/series-j/capitals-vs-rangers,J,2,1,D1,1,2,D3,4,15,3,3,15
439,1990,,/schedule/playoff-series/1990/series-k/blues-vs-blackhawks,K,2,1,D1,4,2,D2,3,16,19,16,19
440,1990,,/schedule/playoff-series/1990/series-l/kings-vs-oilers,L,2,1,D2,4,2,D4,0,22,26,22,26
441,1990,,/schedule/playoff-series/1990/series-m/capitals-vs-bruins,M,3,1,D1,4,2,D3,0,6,15,6,15
442,1990,,/schedule/playoff-series/1990/series-n/blackhawks-vs-oilers,N,3,1,D2,4,2,D1,2,22,16,22,16
443,1990,,/schedule/playoff-series/1990/series-o/oilers-vs-bruins,O,4,1,D1,1,2,D2,4,22,6,6,22
444,1991,,/schedule/playoff-series/1991/series-a/whalers-vs-bruins,A,1,1,D1,4,2,D4,2,6,34,6,34
445,1991,,/schedule/playoff-series/1991/series-b/sabres-vs-canadiens,B,1,1,D2,4,2,D3,2,8,7,8,7
446,1991,,/schedule/playoff-series/1991/series-c/devils-vs-penguins,C,1,1,D1,4,2,D4,3,5,1,5,1
447,1991,,/schedule/playoff-series/1991/series-d/capitals-vs-rangers,D,1,1,D2,2,2,D3,4,15,3,3,15
448,1991,,/schedule/playoff-series/1991/series-e/northstars-vs-blackhawks,E,1,1,D1,2,2,D4,4,31,16,16,31
449,1991,,/schedule/playoff-series/1991/series-f/redwings-vs-blues,F,1,1,D2,4,2,D3,3,19,17,19,17
450,1991,,/schedule/playoff-series/1991/series-g/canucks-vs-kings,G,1,1,D1,4,2,D4,2,26,23,26,23
451,1991,,/schedule/playoff-series/1991/series-h/oilers-vs-flames,H,1,1,D2,3,2,D3,4,22,20,20,22
452,1991,,/schedule/playoff-series/1991/series-i/canadiens-vs-bruins,I,2,1,D1,4,2,D2,3,6,8,6,8
453,1991,,/schedule/playoff-series/1991/series-j/capitals-vs-penguins,J,2,1,D1,4,2,D3,1,5,15,5,15
454,1991,,/schedule/playoff-series/1991/series-k/northstars-vs-blues,K,2,1,D2,2,2,D4,4,31,19,19,31
455,1991,,/schedule/playoff-series/1991/series-l/oilers-vs-kings,L,2,1,D1,2,2,D3,4,22,26,26,22
456,1991,,/schedule/playoff-series/1991/series-m/penguins-vs-bruins,M,3,1,D1,2,2,D1,4,5,6,6,5
457,1991,,/schedule/playoff-series/1991/series-n/northstars-vs-oilers,N,3,1,D3,1,2,D4,4,31,22,22,31
458,1991,,/schedule/playoff-series/1991/series-o/northstars-vs-penguins,O,4,1,D1,4,2,D4,2,5,31,5,31
459,1992,,/schedule/playoff-series/1992/series-a/whalers-vs-canadiens,A,1,1,D1,4,2,D4,3,8,34,8,34
460,1992,,/schedule/playoff-series/1992/series-b/sabres-vs-bruins,B,1,1,D2,4,2,D3,3,6,7,6,7
461,1992,,/schedule/playoff-series/1992/series-c/devils-vs-rangers,C,1,1,D1,4,2,D4,3,3,1,3,1
462,1992,,/schedule/playoff-series/1992/series-d/penguins-vs-capitals,D,1,1,D2,3,2,D3,4,5,15,15,5
463,1992,,/schedule/playoff-series/1992/series-e/northstars-vs-redwings,E,1,1,D1,4,2,D4,3,17,31,17,31
464,1992,,/schedule/playoff-series/1992/series-f/blues-vs-blackhawks,F,1,1,D2,4,2,D3,2,16,19,16,19
465,1992,,/schedule/playoff-series/1992/series-g/jets(1979)-vs-canucks,G,1,1,D1,4,2,D4,3,23,33,23,33
466,1992,,/schedule/playoff-series/1992/series-h/oilers-vs-kings,H,1,1,D2,2,2,D3,4,22,26,26,22
467,1992,,/schedule/playoff-series/1992/series-i/bruins-vs-canadiens,I,2,1,D1,0,2,D2,4,6,8,8,6
468,1992,,/schedule/playoff-series/1992/series-j/penguins-vs-rangers,J,2,1,D1,2,2,D3,4,5,3,3,5
469,1992,,/schedule/playoff-series/1992/series-k/blackhawks-vs-redwings,K,2,1,D1,0,2,D2,4,16,17,17,16
470,1992,,/schedule/playoff-series/1992/series-l/oilers-vs-canucks,L,2,1,D1,2,2,D3,4,22,23,23,22
471,1992,,/schedule/playoff-series/1992/series-m/bruins-vs-penguins,M,3,1,D3,4,2,D2,0,5,6,5,6
472,1992,,/schedule/playoff-series/1992/series-n/oilers-vs-blackhawks,N,3,1,D2,4,2,D3,0,16,22,16,22
473,1992,,/schedule/playoff-series/1992/series-o/blackhawks-vs-penguins,O,4,1,D3,4,2,D2,0,5,16,5,16
474,1993,,/schedule/playoff-series/1993/series-a/sabres-vs-bruins,A,1,1,D1,0,2,D4,4,7,6,6,7
475,1993,,/schedule/playoff-series/1993/series-b/canadiens-vs-nordiques,B,1,1,D2,2,2,D3,4,8,32,32,8
476,1993,,/schedule/playoff-series/1993/series-c/devils-vs-penguins,C,1,1,D1,4,2,D4,1,5,1,5,1
477,1993,,/schedule/playoff-series/1993/series-d/islanders-vs-capitals,D,1,1,D2,2,2,D3,4,2,15,15,2
478,1993,,/schedule/playoff-series/1993/series-e/blues-vs-blackhawks,E,1,1,D1,0,2,D4,4,19,16,16,19
479,1993,,/schedule/playoff-series/1993/series-f/mapleleafs-vs-redwings,F,1,1,D2,3,2,D3,4,10,17,17,10
480,1993,,/schedule/playoff-series/1993/series-g/jets(1979)-vs-canucks,G,1,1,D1,4,2,D4,2,23,33,23,33
481,1993,,/schedule/playoff-series/1993/series-h/kings-vs-flames,H,1,1,D2,2,2,D3,4,26,20,20,26
482,1993,,/schedule/playoff-series/1993/series-i/sabres-vs-canadiens,I,2,1,D3,4,2,D4,0,8,7,8,7
483,1993,,/schedule/playoff-series/1993/series-j/islanders-vs-penguins,J,2,1,D1,3,2,D3,4,2,5,5,2
484,1993,,/schedule/playoff-series/1993/series-k/blues-vs-mapleleafs,K,2,1,D3,4,2,D4,3,10,19,10,19
485,1993,,/schedule/playoff-series/1993/series-l/kings-vs-canucks,L,2,1,D1,2,2,D3,4,26,23,23,26
486,1993,,/schedule/playoff-series/1993/series-m/islanders-vs-canadiens,M,3,1,D3,4,2,D3,1,8,2,8,2
487,1993,,/schedule/playoff-series/1993/series-n/kings-vs-mapleleafs,N,3,1,D3,3,2,D3,4,26,10,10,26
488,1993,,/schedule/playoff-series/1993/series-o/kings-vs-canadiens,O,4,1,D3,4,2,D3,1,8,26,8,26
489,1994,,/schedule/playoff-series/1994/series-a/islanders-vs-rangers,A,1,1,D1,4,8,C8,0,3,2,3,2
490,1994,,/schedule/playoff-series/1994/series-b/capitals-vs-penguins,B,1,3,D1,2,7,C7,4,15,5,5,15
491,1994,,/schedule/playoff-series/1994/series-c/sabres-vs-devils,C,1,2,C2,4,6,C6,3,1,7,1,7
492,1994,,/schedule/playoff-series/1994/series-d/canadiens-vs-bruins,D,1,4,C4,4,5,C5,3,6,8,6,8
493,1994,,/schedule/playoff-series/1994/series-e/sharks-vs-redwings,E,1,1,D1,3,8,C8,4,28,17,17,28
494,1994,,/schedule/playoff-series/1994/series-f/canucks-vs-flames,F,1,3,D1,3,7,C7,4,23,20,20,23
495,1994,,/schedule/playoff-series/1994/series-g/blackhawks-vs-mapleleafs,G,1,2,C2,4,6,C6,2,10,16,10,16
496,1994,,/schedule/playoff-series/1994/series-h/blues-vs-stars,H,1,4,C4,4,5,C5,0,25,19,25,19
497,1994,,/schedule/playoff-series/1994/series-i/capitals-vs-rangers,I,2,1,D1,4,7,C7,1,3,15,3,15
498,1994,,/schedule/playoff-series/1994/series-j/bruins-vs-devils,J,2,2,C2,4,4,C4,2,1,6,1,6
499,1994,,/schedule/playoff-series/1994/series-k/sharks-vs-mapleleafs,K,2,2,C2,4,8,C8,3,10,28,10,28
500,1994,,/schedule/playoff-series/1994/series-l/canucks-vs-stars,L,2,4,C4,1,7,C7,4,23,25,25,23
501,1994,,/schedule/playoff-series/1994/series-m/devils-vs-rangers,M,3,1,D1,4,2,C2,3,3,1,3,1
502,1994,,/schedule/playoff-series/1994/series-n/canucks-vs-mapleleafs,N,3,2,C2,1,7,C7,4,23,10,10,23
503,1994,,/schedule/playoff-series/1994/series-o/canucks-vs-rangers,O,4,1,D1,4,7,C7,3,3,23,3,23
504,1995,,/schedule/playoff-series/1995/series-a/rangers-vs-nordiques,A,1,1,D1,2,8,C8,4,3,32,32,3
505,1995,,/schedule/playoff-series/1995/series-b/sabres-vs-flyers,B,1,3,D1,4,7,C7,1,4,7,4,7
506,1995,,/schedule/playoff-series/1995/series-c/capitals-vs-penguins,C,1,2,C2,4,6,C6,3,5,15,5,15
507,1995,,/schedule/playoff-series/1995/series-d/devils-vs-bruins,D,1,4,C4,1,5,C5,4,1,6,6,1
508,1995,,/schedule/playoff-series/1995/series-e/stars-vs-redwings,E,1,1,D1,4,8,C8,1,17,25,17,25
509,1995,,/schedule/playoff-series/1995/series-f/sharks-vs-flames,F,1,3,D1,3,7,C7,4,28,20,20,28
510,1995,,/schedule/playoff-series/1995/series-g/canucks-vs-blues,G,1,2,C2,3,6,C6,4,23,19,19,23
511,1995,,/schedule/playoff-series/1995/series-h/mapleleafs-vs-blackhawks,H,1,4,C4,4,5,C5,3,16,10,16,10
512,1995,,/schedule/playoff-series/1995/series-i/rangers-vs-flyers,I,2,3,D1,4,8,C8,0,4,3,4,3
513,1995,,/schedule/playoff-series/1995/series-j/devils-vs-penguins,J,2,2,C2,1,5,C5,4,1,5,5,1
514,1995,,/schedule/playoff-series/1995/series-k/sharks-vs-redwings,K,2,1,D1,4,7,C7,0,17,28,17,28
515,1995,,/schedule/playoff-series/1995/series-l/canucks-vs-blackhawks,L,2,4,C4,4,6,C6,0,16,23,16,23
516,1995,,/schedule/playoff-series/1995/series-m/devils-vs-flyers,M,3,3,D1,2,5,C5,4,1,4,4,1
517,1995,,/schedule/playoff-series/1995/series-n/blackhawks-vs-redwings,N,3,1,D1,4,4,C4,1,17,16,17,16
518,1995,,/schedule/playoff-series/1995/series-o/devils-vs-redwings,O,4,1,D1,0,5,C5,4,1,17,17,1
519,1996,,/schedule/playoff-series/1996/series-a/lightning-vs-flyers,A,1,1,D1,4,8,C8,2,4,14,4,14
520,1996,,/schedule/playoff-series/1996/series-b/capitals-vs-penguins,B,1,2,D1,4,7,C7,2,5,15,5,15
521,1996,,/schedule/playoff-series/1996/series-c/canadiens-vs-rangers,C,1,3,C3,4,6,C6,2,3,8,3,8
522,1996,,/schedule/playoff-series/1996/series-d/bruins-vs-panthers,D,1,4,C4,4,5,C5,1,13,6,13,6
523,1996,,/schedule/playoff-series/1996/series-e/jets(1979)-vs-redwings,E,1,1,D1,4,8,C8,2,17,33,17,33
524,1996,,/schedule/playoff-series/1996/series-f/canucks-vs-avalanche,F,1,2,D1,4,7,C7,2,21,23,21,23
525,1996,,/schedule/playoff-series/1996/series-g/flames-vs-blackhawks,G,1,3,C3,4,6,C6,0,16,20,16,20
526,1996,,/schedule/playoff-series/1996/series-h/blues-vs-mapleleafs,H,1,4,C4,2,5,C5,4,19,10,10,19
527,1996,,/schedule/playoff-series/1996/series-i/panthers-vs-flyers,I,2,1,D1,2,4,C4,4,13,4,4,13
528,1996,,/schedule/playoff-series/1996/series-j/rangers-vs-penguins,J,2,2,D1,4,3,C3,1,5,3,5,3
529,1996,,/schedule/playoff-series/1996/series-k/blues-vs-redwings,K,2,1,D1,4,5,C5,3,17,19,17,19
530,1996,,/schedule/playoff-series/1996/series-l/blackhawks-vs-avalanche,L,2,2,D1,4,3,C3,2,21,16,21,16
531,1996,,/schedule/playoff-series/1996/series-m/panthers-vs-penguins,M,3,2,D1,3,4,C4,4,13,5,5,13
532,1996,,/schedule/playoff-series/1996/series-n/avalanche-vs-redwings,N,3,1,D1,2,2,D1,4,21,17,17,21
533,1996,,/schedule/playoff-series/1996/series-o/panthers-vs-avalanche,O,4,2,D1,4,4,C4,0,21,13,21,13
534,1997,,/schedule/playoff-series/1997/series-a/canadiens-vs-devils,A,1,1,D1,4,8,C8,1,1,8,1,8
535,1997,,/schedule/playoff-series/1997/series-b/senators-vs-sabres,B,1,3,D1,4,7,C7,3,7,9,7,9
536,1997,,/schedule/playoff-series/1997/series-c/penguins-vs-flyers,C,1,2,C2,4,6,C6,1,4,5,4,5
537,1997,,/schedule/playoff-series/1997/series-d/rangers-vs-panthers,D,1,4,C4,1,5,C5,4,3,13,13,3
538,1997,,/schedule/playoff-series/1997/series-e/blackhawks-vs-avalanche,E,1,1,D1,4,8,C8,2,21,16,21,16
539,1997,,/schedule/playoff-series/1997/series-f/oilers-vs-stars,F,1,2,D1,3,7,C7,4,22,25,25,22
540,1997,,/schedule/playoff-series/1997/series-g/blues-vs-redwings,G,1,3,C3,4,6,C6,2,17,19,17,19
541,1997,,/schedule/playoff-series/1997/series-h/coyotes-vs-ducks,H,1,4,C4,4,5,C5,3,24,27,24,27
542,1997,,/schedule/playoff-series/1997/series-i/rangers-vs-devils,I,2,1,D1,1,5,C5,4,3,1,1,3
543,1997,,/schedule/playoff-series/1997/series-j/flyers-vs-sabres,J,2,3,D1,1,2,C2,4,4,7,7,4
544,1997,,/schedule/playoff-series/1997/series-k/oilers-vs-avalanche,K,2,1,D1,4,7,C7,1,21,22,21,22
545,1997,,/schedule/playoff-series/1997/series-l/ducks-vs-redwings,L,2,3,C3,4,4,C4,0,17,24,17,24
546,1997,,/schedule/playoff-series/1997/series-m/rangers-vs-flyers,M,3,2,C2,4,5,C5,1,4,3,4,3
547,1997,,/schedule/playoff-series/1997/series-n/redwings-vs-avalanche,N,3,1,D1,2,3,C3,4,17,21,21,17
548,1997,,/schedule/playoff-series/1997/series-o/redwings-vs-flyers,O,4,2,C2,0,3,C3,4,17,4,4,17
549,1998,,/schedule/playoff-series/1998/series-a/senators-vs-devils,A,1,1,D1,2,8,C8,4,9,1,1,9
550,1998,,/schedule/playoff-series/1998/series-b/canadiens-vs-penguins,B,1,2,D1,2,7,C7,4,8,5,5,8
551,1998,,/schedule/playoff-series/1998/series-c/sabres-vs-flyers,C,1,3,C3,1,6,C6,4,7,4,4,7
552,1998,,/schedule/playoff-series/1998/series-d/bruins-vs-capitals,D,1,4,C4,4,5,C5,2,15,6,15,6
553,1998,,/schedule/playoff-series/1998/series-e/sharks-vs-stars,E,1,1,D1,4,8,C8,2,25,28,25,28
554,1998,,/schedule/playoff-series/1998/series-f/oilers-vs-avalanche,F,1,4,D1,3,7,C7,4,22,21,21,22
555,1998,,/schedule/playoff-series/1998/series-g/coyotes-vs-redwings,G,1,2,C2,4,6,C6,2,17,27,17,27
556,1998,,/schedule/playoff-series/1998/series-h/kings-vs-blues,H,1,3,C3,4,5,C5,0,19,26,19,26
557,1998,,/schedule/playoff-series/1998/series-i/senators-vs-capitals,I,2,4,C4,4,8,C8,1,15,9,15,9
558,1998,,/schedule/playoff-series/1998/series-j/canadiens-vs-sabres,J,2,6,C6,4,7,C7,0,7,8,7,8
559,1998,,/schedule/playoff-series/1998/series-k/oilers-vs-stars,K,2,1,D1,4,7,C7,1,25,22,25,22
560,1998,,/schedule/playoff-series/1998/series-l/blues-vs-redwings,L,2,2,C2,4,3,C3,2,17,19,17,19
561,1998,,/schedule/playoff-series/1998/series-m/sabres-vs-capitals,M,3,4,C4,4,6,C6,2,15,7,15,7
562,1998,,/schedule/playoff-series/1998/series-n/redwings-vs-stars,N,3,1,D1,2,2,C2,4,17,25,25,17
563,1998,,/schedule/playoff-series/1998/series-o/capitals-vs-redwings,O,4,2,C2,4,4,C4,0,17,15,17,15
564,1999,,/schedule/playoff-series/1999/series-a/penguins-vs-devils,A,1,1,D1,3,8,C8,4,5,1,1,5
565,1999,,/schedule/playoff-series/1999/series-b/sabres-vs-senators,B,1,2,D1,0,7,C7,4,7,9,9,7
566,1999,,/schedule/playoff-series/1999/series-c/bruins-vs-hurricanes,C,1,3,D1,2,6,C6,4,6,12,12,6
567,1999,,/schedule/playoff-series/1999/series-d/flyers-vs-mapleleafs,D,1,4,C4,4,5,C5,2,10,4,10,4
568,1999,,/schedule/playoff-series/1999/series-e/oilers-vs-stars,E,1,1,D1,4,8,C8,0,25,22,25,22
569,1999,,/schedule/playoff-series/1999/series-f/avalanche-vs-sharks,F,1,7,C7,2,2,D1,4,21,28,28,21
570,1999,,/schedule/playoff-series/1999/series-g/ducks-vs-redwings,G,1,3,D1,4,6,C6,0,17,24,17,24
571,1999,,/schedule/playoff-series/1999/series-h/blues-vs-coyotes,H,1,4,C4,3,5,C5,4,19,27,27,19
572,1999,,/schedule/playoff-series/1999/series-i/penguins-vs-mapleleafs,I,2,4,C4,4,8,C8,2,10,5,10,5
573,1999,,/schedule/playoff-series/1999/series-j/sabres-vs-bruins,J,2,6,C6,2,7,C7,4,7,6,6,7
574,1999,,/schedule/playoff-series/1999/series-k/blues-vs-stars,K,2,1,D1,4,5,C5,2,25,19,25,19
575,1999,,/schedule/playoff-series/1999/series-l/redwings-vs-avalanche,L,2,2,D1,4,3,D1,2,21,17,21,17
576,1999,,/schedule/playoff-series/1999/series-m/sabres-vs-mapleleafs,M,3,4,C4,1,7,C7,4,7,10,10,7
577,1999,,/schedule/playoff-series/1999/series-n/avalanche-vs-stars,N,3,1,D1,4,2,D1,3,25,21,25,21
578,1999,,/schedule/playoff-series/1999/series-o/sabres-vs-stars,O,4,1,D1,4,7,C7,2,25,7,25,7
579,2000,,/schedule/playoff-series/2000/series-a/sabres-vs-flyers,A,1,1,D1,4,8,C8,1,4,7,4,7
580,2000,,/schedule/playoff-series/2000/series-b/penguins-vs-capitals,B,1,2,D1,1,7,C7,4,5,15,15,5
581,2000,,/schedule/playoff-series/2000/series-c/senators-vs-mapleleafs,C,1,3,D1,4,6,C6,2,10,9,10,9
582,2000,,/schedule/playoff-series/2000/series-d/panthers-vs-devils,D,1,4,C4,4,5,C5,0,1,13,1,13
583,2000,,/schedule/playoff-series/2000/series-e/sharks-vs-blues,E,1,1,D1,3,8,C8,4,28,19,19,28
584,2000,,/schedule/playoff-series/2000/series-f/oilers-vs-stars,F,1,2,D1,4,7,C7,1,25,22,25,22
585,2000,,/schedule/playoff-series/2000/series-g/coyotes-vs-avalanche,G,1,3,D1,4,6,C6,1,21,27,21,27
586,2000,,/schedule/playoff-series/2000/series-h/kings-vs-redwings,H,1,4,C4,4,5,C5,0,17,26,17,26
587,2000,,/schedule/playoff-series/2000/series-i/penguins-vs-flyers,I,2,1,D1,4,7,C7,2,4,5,4,5
588,2000,,/schedule/playoff-series/2000/series-j/devils-vs-mapleleafs,J,2,3,D1,2,4,C4,4,1,10,10,1
589,2000,,/schedule/playoff-series/2000/series-k/sharks-vs-stars,K,2,2,D1,4,8,C8,1,25,28,25,28
590,2000,,/schedule/playoff-series/2000/series-l/redwings-vs-avalanche,L,2,3,D1,4,4,C4,1,21,17,21,17
591,2000,,/schedule/playoff-series/2000/series-m/devils-vs-flyers,M,3,1,D1,3,4,C4,4,1,4,4,1
592,2000,,/schedule/playoff-series/2000/series-n/avalanche-vs-stars,N,3,2,D1,4,3,D1,3,25,21,25,21
593,2000,,/schedule/playoff-series/2000/series-o/stars-vs-devils,O,4,4,C4,4,2,D1,2,1,25,1,25
594,2001,,/schedule/playoff-series/2001/series-a/hurricanes-vs-devils,A,1,1,D1,4,8,C8,2,1,12,1,12
595,2001,,/schedule/playoff-series/2001/series-b/mapleleafs-vs-senators,B,1,2,D1,0,7,C7,4,10,9,9,10
596,2001,,/schedule/playoff-series/2001/series-c/penguins-vs-capitals,C,1,3,D1,2,6,C6,4,5,15,15,5
597,2001,,/schedule/playoff-series/2001/series-d/sabres-vs-flyers,D,1,4,C4,2,5,C5,4,7,4,4,7
598,2001,,/schedule/playoff-series/2001/series-e/canucks-vs-avalanche,E,1,1,D1,4,8,C8,0,21,23,21,23
599,2001,,/schedule/playoff-series/2001/series-f/kings-vs-redwings,F,1,2,D1,2,7,C7,4,26,17,17,26
600,2001,,/schedule/playoff-series/2001/series-g/oilers-vs-stars,G,1,3,D1,4,6,C6,2,25,22,25,22
601,2001,,/schedule/playoff-series/2001/series-h/sharks-vs-blues,H,1,4,C4,4,5,C5,2,19,28,19,28
602,2001,,/schedule/playoff-series/2001/series-i/mapleleafs-vs-devils,I,2,1,D1,4,7,C7,3,1,10,1,10
603,2001,,/schedule/playoff-series/2001/series-j/penguins-vs-sabres,J,2,5,C5,3,6,C6,4,5,7,7,5
604,2001,,/schedule/playoff-series/2001/series-k/kings-vs-avalanche,K,2,1,D1,4,7,C7,3,21,26,21,26
605,2001,,/schedule/playoff-series/2001/series-l/blues-vs-stars,L,2,3,D1,0,4,C4,4,19,25,25,19
606,2001,,/schedule/playoff-series/2001/series-m/penguins-vs-devils,M,3,1,D1,4,6,C6,1,1,5,1,5
607,2001,,/schedule/playoff-series/2001/series-n/blues-vs-avalanche,N,3,1,D1,4,4,C4,1,21,19,21,19
608,2001,,/schedule/playoff-series/2001/series-o/devils-vs-avalanche,O,4,1,D1,4,1,D1,3,21,1,21,1
609,2002,,/schedule/playoff-series/2002/series-a/canadiens-vs-bruins,A,1,1,D1,2,8,C8,4,8,6,6,8
610,2002,,/schedule/playoff-series/2002/series-b/senators-vs-flyers,B,1,2,D1,1,7,C7,4,9,4,4,9
611,2002,,/schedule/playoff-series/2002/series-c/devils-vs-hurricanes,C,1,3,D1,4,6,C6,2,12,1,12,1
612,2002,,/schedule/playoff-series/2002/series-d/islanders-vs-mapleleafs,D,1,4,C4,4,5,C5,3,10,2,10,2
613,2002,,/schedule/playoff-series/2002/series-e/canucks-vs-redwings,E,1,1,D1,4,8,C8,2,17,23,17,23
614,2002,,/schedule/playoff-series/2002/series-f/kings-vs-avalanche,F,1,2,D1,4,7,C7,3,21,26,21,26
615,2002,,/schedule/playoff-series/2002/series-g/coyotes-vs-sharks,G,1,3,D1,4,6,C6,1,28,27,28,27
616,2002,,/schedule/playoff-series/2002/series-h/blackhawks-vs-blues,H,1,4,C4,4,5,C5,1,19,16,19,16
617,2002,,/schedule/playoff-series/2002/series-i/canadiens-vs-hurricanes,I,2,3,D1,4,8,C8,2,12,8,12,8
618,2002,,/schedule/playoff-series/2002/series-j/senators-vs-mapleleafs,J,2,4,C4,4,7,C7,3,10,9,10,9
619,2002,,/schedule/playoff-series/2002/series-k/blues-vs-redwings,K,2,1,D1,4,4,C4,1,17,19,17,19
620,2002,,/schedule/playoff-series/2002/series-l/sharks-vs-avalanche,L,2,2,D1,4,3,D1,3,21,28,21,28
621,2002,,/schedule/playoff-series/2002/series-m/mapleleafs-vs-hurricanes,M,3,3,D1,4,4,C4,2,12,10,12,10
622,2002,,/schedule/playoff-series/2002/series-n/avalanche-vs-redwings,N,3,1,D1,4,2,D1,3,17,21,17,21
623,2002,,/schedule/playoff-series/2002/series-o/hurricanes-vs-redwings,O,4,1,D1,4,3,D1,1,17,12,17,12
624,2003,,/schedule/playoff-series/2003/series-a/islanders-vs-senators,A,1,1,D1,4,8,C8,1,9,2,9,2
625,2003,,/schedule/playoff-series/2003/series-b/bruins-vs-devils,B,1,2,D1,4,7,C7,1,1,6,1,6
626,2003,,/schedule/playoff-series/2003/series-c/capitals-vs-lightning,C,1,3,D1,4,6,C6,2,14,15,14,15
627,2003,,/schedule/playoff-series/2003/series-d/mapleleafs-vs-flyers,D,1,4,C4,4,5,C5,3,4,10,4,10
628,2003,,/schedule/playoff-series/2003/series-e/oilers-vs-stars,E,1,1,D1,4,8,C8,2,25,22,25,22
629,2003,,/schedule/playoff-series/2003/series-f/ducks-vs-redwings,F,1,2,D1,0,7,C7,4,24,17,17,24
630,2003,,/schedule/playoff-series/2003/series-g/wild-vs-avalanche,G,1,3,D1,3,6,C6,4,30,21,21,30
631,2003,,/schedule/playoff-series/2003/series-h/blues-vs-canucks,H,1,4,C4,4,5,C5,3,23,19,23,19
632,2003,,/schedule/playoff-series/2003/series-i/flyers-vs-senators,I,2,1,D1,4,4,C4,2,9,4,9,4
633,2003,,/schedule/playoff-series/2003/series-j/lightning-vs-devils,J,2,2,D1,4,3,D1,1,1,14,1,14
634,2003,,/schedule/playoff-series/2003/series-k/ducks-vs-stars,K,2,1,D1,2,7,C7,4,24,25,25,24
635,2003,,/schedule/playoff-series/2003/series-l/wild-vs-canucks,L,2,4,C4,3,6,C6,4,30,23,23,30
636,2003,,/schedule/playoff-series/2003/series-m/devils-vs-senators,M,3,1,D1,3,2,D1,4,1,9,9,1
637,2003,,/schedule/playoff-series/2003/series-n/ducks-vs-wild,N,3,6,C6,0,7,C7,4,24,30,30,24
638,2003,,/schedule/playoff-series/2003/series-o/ducks-vs-devils,O,4,2,D1,4,7,C7,3,1,24,1,24
639,2004,,/schedule/playoff-series/2004/series-a/islanders-vs-lightning,A,1,1,D1,4,8,C8,1,14,2,14,2
640,2004,,/schedule/playoff-series/2004/series-b/canadiens-vs-bruins,B,1,2,D1,3,7,C7,4,8,6,6,8
641,2004,,/schedule/playoff-series/2004/series-c/devils-vs-flyers,C,1,3,D1,4,6,C6,1,4,1,4,1
642,2004,,/schedule/playoff-series/2004/series-d/senators-vs-mapleleafs,D,1,4,C4,4,5,C5,3,10,9,10,9
643,2004,,/schedule/playoff-series/2004/series-e/predators-vs-redwings,E,1,1,D1,4,8,C8,2,17,18,17,18
644,2004,,/schedule/playoff-series/2004/series-f/blues-vs-sharks,F,1,2,D1,4,7,C7,1,28,19,28,19
645,2004,,/schedule/playoff-series/2004/series-g/flames-vs-canucks,G,1,3,D1,3,6,C6,4,20,23,23,20
646,2004,,/schedule/playoff-series/2004/series-h/stars-vs-avalanche,H,1,4,C4,4,5,C5,1,21,25,21,25
647,2004,,/schedule/playoff-series/2004/series-i/canadiens-vs-lightning,I,2,1,D1,4,7,C7,0,14,8,14,8
648,2004,,/schedule/playoff-series/2004/series-j/mapleleafs-vs-flyers,J,2,3,D1,4,4,C4,2,4,10,4,10
649,2004,,/schedule/playoff-series/2004/series-k/flames-vs-redwings,K,2,1,D1,2,6,C6,4,20,17,17,20
650,2004,,/schedule/playoff-series/2004/series-l/avalanche-vs-sharks,L,2,2,D1,4,4,C4,2,28,21,28,21
651,2004,,/schedule/playoff-series/2004/series-m/flyers-vs-lightning,M,3,1,D1,4,3,D1,3,14,4,14,4
652,2004,,/schedule/playoff-series/2004/series-n/flames-vs-sharks,N,3,2,D1,2,6,C6,4,20,28,28,20
653,2004,,/schedule/playoff-series/2004/series-o/flames-vs-lightning,O,4,1,D1,4,6,C6,3,14,20,14,20
654,2006,,/schedule/playoff-series/2006/series-a/lightning-vs-senators,A,1,1,D1,4,8,C8,1,9,14,9,14
655,2006,,/schedule/playoff-series/2006/series-b/canadiens-vs-hurricanes,B,1,2,D1,4,7,C7,2,12,8,12,8
656,2006,,/schedule/playoff-series/2006/series-c/rangers-vs-devils,C,1,3,D1,4,6,C6,0,1,3,1,3
657,2006,,/schedule/playoff-series/2006/series-d/flyers-vs-sabres,D,1,4,C4,4,5,C5,2,7,4,7,4
