,seasons,bracketLogos,seriesUrls,seriesLetters,playoffRounds,topSeedRanks,topSeedRankAbbrevs,topSeedWins,bottomSeedRanks,bottomSeedRankAbbrevs,bottomSeedWins,winningTeamIds,losingTeamIds,topSeedIDs,bottomSeedIDs
884,2020,,/schedule/playoff-series/2020/series-x/coyotes-vs-predators,X,0,6,C6,1,11,C11,3,53,18,18,53
885,2020,,/schedule/playoff-series/2020/series-y/wild-vs-canucks,Y,0,7,C7,3,10,C10,1,23,30,23,30
886,2020,,/schedule/playoff-series/2020/series-z/jets-vs-flames,Z,0,8,C8,3,9,C9,1,20,52,20,52
887,2021,,/schedule/playoff-series/2021/series-a/islanders-vs-penguins,A,1,1,D1,2,4,D4,4,2,5,5,2
888,2021,,/schedule/playoff-series/2021/series-b/bruins-vs-capitals,B,1,2,D2,1,3,D3,4,6,15,15,6
889,2021,,/schedule/playoff-series/2021/series-c/predators-vs-hurricanes,C,1,1,D1,4,4,D4,2,12,18,12,18
890,2021,,/schedule/playoff-series/2021/series-d/lightning-vs-panthers,D,1,2,D2,2,3,D3,4,14,13,13,14
891,2021,,/schedule/playoff-series/2021/series-e/blues-vs-avalanche,E,1,1,D1,4,4,D4,0,21,19,21,19
892,2021,,/schedule/playoff-series/2021/series-f/wild-vs-goldenknights,F,1,2,D2,4,3,D3,3,54,30,54,30
893,2021,,/schedule/playoff-series/2021/series-g/canadiens-vs-mapleleafs,G,1,1,D1,3,4,D4,4,8,10,10,8
894,2021,,/schedule/playoff-series/2021/series-h/jets-vs-oilers,H,1,2,D2,0,3,D3,4,52,22,22,52
895,2021,,/schedule/playoff-series/2021/series-i/islanders-vs-bruins,I,2,3,D3,2,4,D4,4,2,6,6,2
896,2021,,/schedule/playoff-series/2021/series-j/lightning-vs-hurricanes,J,2,1,D1,1,3,D3,4,14,12,12,14
897,2021,,/schedule/playoff-series/2021/series-k/goldenknights-vs-avalanche,K,2,1,D1,2,2,D2,4,54,21,21,54
898,2021,,/schedule/playoff-series/2021/series-l/canadiens-vs-jets,L,2,3,D3,0,4,D4,4,8,52,52,8
899,2021,,/schedule/playoff-series/2021/series-m/canadiens-vs-goldenknights,M,3,2,D2,2,4,D4,4,8,54,54,8
900,2021,,/schedule/playoff-series/2021/series-n/islanders-vs-lightning,N,3,3,D3,4,4,D4,3,14,2,14,2
901,2021,,/schedule/playoff-series/2021/series-o/canadiens-vs-lightning,O,4,3,D3,4,4,D4,1,14,8,14,8
902,2022,,/schedule/playoff-series/2022/series-a/capitals-vs-panthers,A,1,1,D1,4,4,WC2,2,13,15,13,15
903,2022,,/schedule/playoff-series/2022/series-b/lightning-vs-mapleleafs,B,1,2,D2,3,3,D3,4,14,10,10,14
904,2022,,/schedule/playoff-series/2022/series-c/bruins-vs-hurricanes,C,1,1,D1,4,4,WC1,3,12,6,12,6
905,2022,,/schedule/playoff-series/2022/series-d/penguins-vs-rangers,D,1,2,D2,4,3,D3,3,3,5,3,5
906,2022,,/schedule/playoff-series/2022/series-e/predators-vs-avalanche,E,1,1,D1,4,4,WC2,0,21,18,21,18
907,2022,,/schedule/playoff-series/2022/series-f/blues-vs-wild,F,1,2,D2,2,3,D3,4,19,30,30,19
908,2022,,/schedule/playoff-series/2022/series-g/stars-vs-flames,G,1,1,D1,4,4,WC1,3,20,25,20,25
909,2022,,/schedule/playoff-series/2022/series-h/kings-vs-oilers,H,1,2,D2,4,3,D3,3,22,26,22,26
910,2022,,/schedule/playoff-series/2022/series-i/lightning-vs-panthers,I,2,1,D1,0,3,D3,4,14,13,13,14
911,2022,,/schedule/playoff-series/2022/series-j/rangers-vs-hurricanes,J,2,1,D1,3,2,D2,4,3,12,12,3
912,2022,,/schedule/playoff-series/2022/series-k/blues-vs-avalanche,K,2,1,D1,4,3,D3,2,21,19,21,19
913,2022,,/schedule/playoff-series/2022/series-l/oilers-vs-flames,L,2,1,D1,1,2,D2,4,22,20,20,22
914,2022,,/schedule/playoff-series/2022/series-m/lightning-vs-rangers,M,3,2,D2,2,3,D3,4,14,3,3,14
915,2022,,/schedule/playoff-series/2022/series-n/oilers-vs-avalanche,N,3,1,D1,4,2,D2,0,21,22,21,22
916,2022,,/schedule/playoff-series/2022/series-o/lightning-vs-avalanche,O,4,1,D1,4,3,D3,2,21,14,21,14
917,2023,,/schedule/playoff-series/2023/series-a/panthers-vs-bruins,A,1,1,D1,3,4,WC2,4,13,6,6,13
918,2023,,/schedule/playoff-series/2023/series-b/lightning-vs-mapleleafs,B,1,2,D2,4,3,D3,2,10,14,10,14
919,2023,,/schedule/playoff-series/2023/series-c/islanders-vs-hurricanes,C,1,1,D1,4,4,WC1,2,12,2,12,2
920,2023,,/schedule/playoff-series/2023/series-d/rangers-vs-devils,D,1,2,D2,4,3,D3,3,1,3,1,3
921,2023,,/schedule/playoff-series/2023/series-e/kraken-vs-avalanche,E,1,1,D1,3,4,WC1,4,55,21,21,55
922,2023,,/schedule/playoff-series/2023/series-f/wild-vs-stars,F,1,2,D2,4,3,D3,2,25,30,25,30
923,2023,,/schedule/playoff-series/2023/series-g/jets-vs-goldenknights,G,1,1,D1,4,4,WC2,1,54,52,54,52
924,2023,,/schedule/playoff-series/2023/series-h/kings-vs-oilers,H,1,2,D2,4,3,D3,2,22,26,22,26
925,2023,,/schedule/playoff-series/2023/series-i/panthers-vs-mapleleafs,I,2,2,D2,1,4,WC2,4,13,10,10,13
926,2023,,/schedule/playoff-series/2023/series-j/devils-vs-hurricanes,J,2,1,D1,4,2,D2,1,12,1,12,1
927,2023,,/schedule/playoff-series/2023/series-k/kraken-vs-stars,K,2,2,D2,4,4,WC1,3,25,55,25,55
928,2023,,/schedule/playoff-series/2023/series-l/oilers-vs-goldenknights,L,2,1,D1,4,2,D2,2,54,22,54,22
929,2023,,/schedule/playoff-series/2023/series-m/panthers-vs-hurricanes,M,3,1,D1,0,4,WC2,4,13,12,12,13
930,2023,,/schedule/playoff-series/2023/series-n/stars-vs-goldenknights,N,3,1,D1,4,2,D2,2,54,25,54,25
931,2023,,/schedule/playoff-series/2023/series-o/panthers-vs-goldenknights,O,4,1,D1,4,4,WC2,1,54,13,54,13
932,2024,,/schedule/playoff-series/2024/series-a/lightning-vs-panthers,A,1,1,D1,4,4,WC1,1,13,14,13,14
933,2024,,/schedule/playoff-series/2024/series-b/mapleleafs-vs-bruins,B,1,2,D2,4,3,D3,3,6,10,6,10
934,2024,,/schedule/playoff-series/2024/series-c/capitals-vs-rangers,C,1,1,D1,4,4,WC2,0,3,15,3,15
935,2024,,/schedule/playoff-series/2024/series-d/islanders-vs-hurricanes,D,1,2,D2,4,3,D3,1,12,2,12,2
936,2024,,/schedule/playoff-series/2024/series-e/goldenknights-vs-stars,E,1,1,D1,4,4,WC2,3,25,54,25,54
937,2024,,/schedule/playoff-series/2024/series-f/avalanche-vs-jets,F,1,2,D2,1,3,D3,4,21,52,52,21
938,2024,,/schedule/playoff-series/2024/series-g/predators-vs-canucks,G,1,1,D1,4,4,WC1,2,23,18,23,18
939,2024,,/schedule/playoff-series/2024/series-h/kings-vs-oilers,H,1,2,D2,4,3,D3,1,22,26,22,26
940,2024,,/schedule/playoff-series/2024/series-i/bruins-vs-panthers,I,2,1,D1,4,2,D2,2,13,6,13,6
941,2024,,/schedule/playoff-series/2024/series-j/hurricanes-vs-rangers,J,2,1,D1,4,2,D2,2,3,12,3,12
942,2024,,/schedule/playoff-series/2024/series-k/avalanche-vs-stars,K,2,1,D1,4,3,D3,2,25,21,25,21
943,2024,,/schedule/playoff-series/2024/series-l/oilers-vs-canucks,L,2,1,D1,3,2,D2,4,22,23,23,22
944,2024,,/schedule/playoff-series/2024/series-m/panthers-vs-rangers,M,3,1,D1,2,1,D1,4,13,3,3,13
945,2024,,/schedule/playoff-series/2024/series-n/oilers-vs-stars,N,3,1,D1,2,2,D2,4,22,25,25,22
946,2024,,/schedule/playoff-series/2024/series-o/oilers-vs-panthers,O,4,1,D1,4,2,D2,3,13,22,13,22
