Game ID,Team ID,Player ID,Number,Position
2024021226,6,8481556,19,C
2024021226,7,8482097,22,R
2024021226,7,8482175,77,R
2024021226,6,8482177,92,C
2024021226,6,8482511,6,D
2024021226,7,8482671,25,D
2024021226,6,8482763,23,R
2024021226,7,8483468,20,C
2024021226,6,8483489,93,C
2024021226,7,8483500,36,C
2024021226,7,8484145,9,L
2024021227,5,8471215,71,C
2024021227,5,8471675,87,C
2024021227,5,8471724,58,D
2024021227,16,8473422,17,L
2024021227,5,8474578,65,D
2024021227,5,8475763,13,R
2024021227,5,8475810,17,R
2024021227,16,8476473,5,D
2024021227,5,8476483,67,R
2024021227,16,8476882,86,C
2024021227,5,8476891,24,D
2024021227,5,8477435,27,D
2024021227,5,8477465,35,G
2024021227,16,8477479,59,L
2024021227,5,8477968,39,G
2024021227,16,8477987,8,C
2024021227,5,8478046,43,L
2024021227,5,8478569,55,C
2024021227,5,8478854,5,D
2024021227,5,8479533,15,L
2024021227,5,8479982,20,D
2024021227,16,8480798,23,C
2024021227,16,8480813,90,C
2024021227,5,8480980,19,C
2024021227,5,8481481,46,C
2024021227,16,8481519,30,G
2024021227,16,8481568,72,D
2024021227,16,8481624,95,R
2024021227,16,8482117,73,L
2024021227,16,8482172,84,L
2024021227,16,8482176,44,D
2024021227,5,8482758,41,R
2024021227,16,8482821,40,G
2024021227,16,8483466,14,D
2024021227,5,8483487,2,R
2024021227,16,8483493,91,C
2024021227,16,8483506,6,D
2024021227,16,8484144,98,C
2024021227,16,8484197,11,C
2024021227,16,8484783,55,D
2024021228,18,8474564,91,C
2024021228,18,8475158,90,C
2024021228,8,8475848,11,R
2024021228,8,8476469,40,R
2024021228,18,8476869,76,D
2024021228,8,8476875,8,D
2024021228,18,8476887,9,L
2024021228,8,8476981,17,R
2024021228,18,8477424,74,G
2024021228,18,8477446,47,C
2024021228,18,8477851,82,D
2024021228,18,8477971,8,D
2024021228,8,8477989,28,C
2024021228,18,8478047,58,L
2024021228,8,8478133,71,C
2024021228,8,8478470,35,G
2024021228,8,8478851,45,D
2024021228,8,8479339,92,L
2024021228,18,8479356,26,L
2024021228,8,8479543,55,L
2024021228,8,8480018,14,C
2024021228,18,8481020,29,G
2024021228,18,8481056,24,D
2024021228,8,8481540,13,R
2024021228,8,8481593,47,D
2024021228,8,8481618,15,C
2024021228,18,8481743,7,D
2024021228,18,8482062,36,R
2024021228,8,8482087,21,D
2024021228,18,8482111,20,D
2024021228,18,8482146,77,R
2024021228,8,8482487,75,G
2024021228,18,8482742,68,L
2024021228,18,8482768,40,C
2024021228,8,8482775,91,C
2024021228,8,8482964,72,D
2024021228,8,8483457,48,D
2024021228,8,8483515,20,L
2024021228,18,8483565,37,D
2024021228,18,8484241,52,R
2024021229,54,8474565,7,D
2024021229,54,8475188,3,D
2024021229,54,8475191,19,R
2024021229,23,8475762,27,D
2024021229,54,8475913,61,R
2024021229,54,8476438,20,L
2024021229,54,8476448,71,C
2024021229,54,8476871,70,L
2024021229,23,8476927,53,C
2024021229,54,8477447,27,D
2024021229,54,8477964,49,C
2024021229,23,8477967,35,G
2024021229,23,8477969,29,D
2024021229,23,8478057,81,C
2024021229,54,8478109,95,L
2024021229,54,8478396,15,D
2024021229,54,8478403,9,C
2024021229,54,8478434,55,R
2024021229,23,8478444,6,R
2024021229,54,8478462,10,C
2024021229,23,8478498,74,L
2024021229,54,8478499,33,G
2024021229,23,8478856,8,R
2024021229,54,8479353,21,C
2024021229,23,8479425,17,D
2024021229,54,8479980,14,D
2024021229,23,8480459,24,C
2024021229,54,8480727,2,D
2024021229,23,8480748,44,L
